4,0,0,7.8221e-05,6.0253e-05
5,0,0,7.743e-05,6.1046e-05
6,0,0,0.000105288,8.898e-05
7,0,0,0.000216768,0.000200247
8,0,0,0.000728159,0.000711639
9,0,0,0.003165698,0.003149059
10,0,0,0.014156651,0.014140234
11,0,0,0.060354315,0.060339605
12,0,0,0.312544221,0.312532696
13,0,1,0.532463649,0.532452156
4,1,0,5.9833e-05,5.1067e-05
5,1,0,5.1038e-05,4.2524e-05
6,1,0,6.5731e-05,5.7206e-05
7,1,0,0.000125559,0.000117063
8,1,0,0.000401959,0.000393372
9,1,0,0.001684784,0.001676131
10,1,0,0.008066631,0.008058158
11,1,0,0.057720456,0.057707591
12,1,0,0.233820474,0.233811643
13,1,1,0.410303879,0.410294406
4,2,0,0.000186342,0.000174018
5,2,0,0.00018812,0.000175878
6,2,0,0.000193381,0.000181143
7,2,0,0.000235211,0.000222919
8,2,0,0.000491885,0.000479789
9,2,0,0.001827192,0.001814853
10,2,0,0.007261384,0.007249044
11,2,0,0.035099468,0.035087818
12,2,0,0.141256295,0.141247757
13,2,0,0.775688523,0.775679912
4,3,0,0.000184494,0.000175906
5,3,0,0.000137636,0.000129121
6,3,0,0.000145597,0.000137213
7,3,0,0.000144974,0.000136366
8,3,0,0.000390064,0.000379637
9,3,0,0.000879693,0.000870397
10,3,0,0.003296557,0.003288066
11,3,0,0.015838462,0.015829921
12,3,0,0.081056562,0.081048061
13,3,0,0.53821129,0.538202816
4,4,0,0.000171648,0.000163179
5,4,0,0.000198442,0.000189858
6,4,0,0.000209609,0.000201037
7,4,0,0.000240964,0.00023247
8,4,0,0.00034701,0.000337279
9,4,0,0.000905146,0.000896571
10,4,0,0.003779384,0.003765227
11,4,0,0.015561793,0.015553212
12,4,0,0.078548048,0.078539471
13,4,0,0.436889635,0.436881039
4,5,0,0.00021025,0.000201556
5,5,0,0.000245002,0.000236435
6,5,0,0.000247082,0.000237675
7,5,0,0.000201891,0.000193345
8,5,0,0.000285523,0.000277059
9,5,0,0.000703989,0.000695451
10,5,0,0.002387794,0.002379277
11,5,0,0.012042726,0.012022379
12,5,0,0.061369802,0.061361218
